title,csoShortName,description,catalogitemNumber,commercialUnitPrice,commercialunitofissue,customerunitprice,customerunitofissue,discountpremiumfee
OCI Compute Instance - VM.GPU.A10.1 - 1 GPU Offering,Compute Instance - VM.GPU.A10.1 - 1 GPU,Official Oracle Cloud Compute offering for 1 GPU.,OCI-5118,2.0,GPU-Hour,1.6,GPU-Hour,-20%
OCI Compute Instance - BM.Standard.E5.128 - Bare Metal Offering,Compute Instance - BM.Standard.E5.128 - Bare Metal,Official Oracle Cloud Compute offering for Bare Metal.,OCI-5119,0.025,OCPU-Hour,0.02425,OCPU-Hour,-3%
OCI Block Volume - Performance Units (VPU) - Balanced Offering,Block Volume - Performance Units (VPU) - Balanced,Official Oracle Cloud Storage offering for Performance Units (VPU) - Balanced.,OCI-5120,0.0255,GB-Month / VPU-Month,0.02142,GB-Month / VPU-Month,-16%
OCI Block Volume - Performance Units (VPU) - Higher Perf Offering,Block Volume - Performance Units (VPU) - Higher Perf,Official Oracle Cloud Storage offering for Performance Units (VPU) - Higher Perf.,OCI-5121,0.0255,GB-Month / VPU-Month,0.02627,GB-Month / VPU-Month,3%
OCI Block Volume - Performance Units (VPU) - Ultra High Offering,Block Volume - Performance Units (VPU) - Ultra High,Official Oracle Cloud Storage offering for Performance Units (VPU) - Ultra High.,OCI-5122,0.0255,GB-Month / VPU-Month,0.02678,GB-Month / VPU-Month,5%
OCI Block Volume - Storage Capacity Offering,Block Volume - Storage Capacity,Official Oracle Cloud Storage offering for Storage Capacity.,OCI-5123,0.0255,GB-Month / VPU-Month,0.02576,GB-Month / VPU-Month,1%
OCI Object Storage - Standard Storage Offering,Object Storage - Standard Storage,Official Oracle Cloud Storage offering for Standard Storage.,OCI-5124,0.0255,GB-Month / 10k Requests,0.02371,GB-Month / 10k Requests,-7%
OCI Object Storage - Archive Storage Offering,Object Storage - Archive Storage,Official Oracle Cloud Storage offering for Archive Storage.,OCI-5125,0.0255,GB-Month / 10k Requests,0.02754,GB-Month / 10k Requests,8%
OCI Object Storage - Requests (A/B) Offering,Object Storage - Requests (A/B),Official Oracle Cloud Storage offering for Requests (A/B).,OCI-5126,0.0255,GB-Month / 10k Requests,0.0255,GB-Month / 10k Requests,0%
OCI Object Storage - Data Retrieval Offering,Object Storage - Data Retrieval,Official Oracle Cloud Storage offering for Data Retrieval.,OCI-5127,0.0255,GB-Month / 10k Requests,0.02627,GB-Month / 10k Requests,3%
OCI File Storage - Capacity Offering,File Storage - Capacity,Official Oracle Cloud Storage offering for Capacity.,OCI-5128,0.3,GB-Month,0.318,GB-Month,6%
OCI File Storage - Requests Offering,File Storage - Requests,Official Oracle Cloud Storage offering for Requests.,OCI-5129,0.3,GB-Month,0.264,GB-Month,-12%
OCI Autonomous Database (ATP/ADW) - OCPU Offering,Autonomous Database (ATP/ADW) - OCPU,Official Oracle Cloud Database offering for OCPU.,OCI-5130,97.02373,OCPU-Hour / TB-Month,98.9642,OCPU-Hour / TB-Month,2%
OCI Autonomous Database (ATP/ADW) - Storage Offering,Autonomous Database (ATP/ADW) - Storage,Official Oracle Cloud Database offering for Storage.,OCI-5131,100.70895,OCPU-Hour / TB-Month,85.60261,OCPU-Hour / TB-Month,-15%
OCI Base Database Service - Standard Edition Offering,Base Database Service - Standard Edition,Official Oracle Cloud Database offering for Standard Edition.,OCI-5132,1.16788,OCPU-Hour,1.26131,OCPU-Hour,8%
OCI Base Database Service - Enterprise Edition Offering,Base Database Service - Enterprise Edition,Official Oracle Cloud Database offering for Enterprise Edition.,OCI-5133,1.2537,OCPU-Hour,1.27877,OCPU-Hour,2%
OCI Base Database Service - Enterprise Edition High Performance Offering,Base Database Service - Enterprise Edition High Performance,Official Oracle Cloud Database offering for Enterprise Edition High Performance.,OCI-5134,0.95534,OCPU-Hour,0.85981,OCPU-Hour,-10%
OCI Base Database Service - Enterprise Edition Extreme Performance Offering,Base Database Service - Enterprise Edition Extreme Performance,Official Oracle Cloud Database offering for Enterprise Edition Extreme Performance.,OCI-5135,2.4526,OCPU-Hour,2.18281,OCPU-Hour,-11%
OCI Exadata Cloud Service - X9 Infrastructure Offering,Exadata Cloud Service - X9 Infrastructure,Official Oracle Cloud Database offering for X9 Infrastructure.,OCI-5136,6541.69847,OCPU-Hour / Infrastructure-Month,5625.86068,OCPU-Hour / Infrastructure-Month,-14%
OCI Exadata Cloud Service - X9 OCPU Offering,Exadata Cloud Service - X9 OCPU,Official Oracle Cloud Database offering for X9 OCPU.,OCI-5137,8781.76866,OCPU-Hour / Infrastructure-Month,7991.40948,OCPU-Hour / Infrastructure-Month,-9%
OCI Flexible Load Balancer - Bandwidth (10Mbps) Offering,Flexible Load Balancer - Bandwidth (10Mbps),Official Oracle Cloud Networking offering for Bandwidth (10Mbps).,OCI-5138,0.07011,Load Balancer-Hour,0.07712,Load Balancer-Hour,10%
OCI Flexible Load Balancer - Bandwidth (100Mbps) Offering,Flexible Load Balancer - Bandwidth (100Mbps),Official Oracle Cloud Networking offering for Bandwidth (100Mbps).,OCI-5139,0.01854,Load Balancer-Hour,0.0165,Load Balancer-Hour,-11%
OCI Flexible Load Balancer - Bandwidth (1000Mbps) Offering,Flexible Load Balancer - Bandwidth (1000Mbps),Official Oracle Cloud Networking offering for Bandwidth (1000Mbps).,OCI-5140,0.08203,Load Balancer-Hour,0.07465,Load Balancer-Hour,-9%
OCI FastConnect - 1 Gbps Offering,FastConnect - 1 Gbps,Official Oracle Cloud Networking offering for 1 Gbps.,OCI-5141,0.0,Port-Hour,0.0,Port-Hour,10%
OCI FastConnect - 10 Gbps Offering,FastConnect - 10 Gbps,Official Oracle Cloud Networking offering for 10 Gbps.,OCI-5142,0.0,Port-Hour,0.0,Port-Hour,0%
OCI VCN Data Transfer - Inbound Offering,VCN Data Transfer - Inbound,Official Oracle Cloud Networking offering for Inbound.,OCI-5143,0.00202,GB,0.00216,GB,7%
OCI VCN Data Transfer - Outbound to Internet (First 10TB free) Offering,VCN Data Transfer - Outbound to Internet (First 10TB free),Official Oracle Cloud Networking offering for Outbound to Internet (First 10TB free).,OCI-5144,0.00701,GB,0.00582,GB,-17%
OCI VCN Data Transfer - Outbound to Internet (Next 40TB) Offering,VCN Data Transfer - Outbound to Internet (Next 40TB),Official Oracle Cloud Networking offering for Outbound to Internet (Next 40TB).,OCI-5145,0.00012,GB,0.00011,GB,-5%
OCI AI Services - Vision - Image Analysis Offering,AI Services - Vision - Image Analysis,Official Oracle Cloud AI/ML offering for Vision - Image Analysis.,OCI-5146,0.78849,1k units,0.77272,1k units,-2%
OCI AI Services - Vision - Document AI Offering,AI Services - Vision - Document AI,Official Oracle Cloud AI/ML offering for Vision - Document AI.,OCI-5147,0.4579,1k units,0.49911,1k units,9%
OCI AI Services - Language - Sentiment Analysis Offering,AI Services - Language - Sentiment Analysis,Official Oracle Cloud AI/ML offering for Language - Sentiment Analysis.,OCI-5148,0.30232,1k units,0.28418,1k units,-6%
OCI AI Services - Speech - Transcription Offering,AI Services - Speech - Transcription,Official Oracle Cloud AI/ML offering for Speech - Transcription.,OCI-5149,0.97877,1k units,1.07665,1k units,10%
OCI AI Services - Anomaly Detection Offering,AI Services - Anomaly Detection,Official Oracle Cloud AI/ML offering for Anomaly Detection.,OCI-5150,0.45942,1k units,0.39051,1k units,-15%
OCI Generative AI - Llama-2-70b Inference Offering,Generative AI - Llama-2-70b Inference,Official Oracle Cloud AI/ML offering for Llama-2-70b Inference.,OCI-5151,3.44375,1m tokens / Cluster-Hour,3.51263,1m tokens / Cluster-Hour,2%
OCI Generative AI - Cohere Command Inference Offering,Generative AI - Cohere Command Inference,Official Oracle Cloud AI/ML offering for Cohere Command Inference.,OCI-5152,47.88947,1m tokens / Cluster-Hour,45.97389,1m tokens / Cluster-Hour,-4%
OCI Generative AI - Dedicated AI Cluster Offering,Generative AI - Dedicated AI Cluster,Official Oracle Cloud AI/ML offering for Dedicated AI Cluster.,OCI-5153,18.86978,1m tokens / Cluster-Hour,17.1715,1m tokens / Cluster-Hour,-9%
OCI Analytics Cloud - Professional Edition Offering,Analytics Cloud - Professional Edition,Official Oracle Cloud Analytics offering for Professional Edition.,OCI-5154,1.9204,OCPU-Hour,1.63234,OCPU-Hour,-15%
OCI Analytics Cloud - Enterprise Edition Offering,Analytics Cloud - Enterprise Edition,Official Oracle Cloud Analytics offering for Enterprise Edition.,OCI-5155,1.73655,OCPU-Hour,1.78865,OCPU-Hour,3%
OCI Cloud Guard - Global Configuration Offering,Cloud Guard - Global Configuration,Official Oracle Cloud Security offering for Global Configuration.,OCI-5156,0.0,Free,0.0,Free,9%
OCI WAF - Edge Policy Offering,WAF - Edge Policy,Official Oracle Cloud Security offering for Edge Policy.,OCI-5157,5.0,Policy-Month / 1m Requests,4.1,Policy-Month / 1m Requests,-18%
OCI WAF - Request fee Offering,WAF - Request fee,Official Oracle Cloud Security offering for Request fee.,OCI-5158,5.0,Policy-Month / 1m Requests,4.55,Policy-Month / 1m Requests,-9%
OCI Vault - Key Version Offering,Vault - Key Version,Official Oracle Cloud Security offering for Key Version.,OCI-5159,0.5,Key/Secret-Month,0.535,Key/Secret-Month,7%
OCI Vault - Secret Version Offering,Vault - Secret Version,Official Oracle Cloud Security offering for Secret Version.,OCI-5160,0.5,Key/Secret-Month,0.495,Key/Secret-Month,-1%
OCI OKE (Kubernetes) - Cluster Management Fee Offering,OKE (Kubernetes) - Cluster Management Fee,Official Oracle Cloud Developer Services offering for Cluster Management Fee.,OCI-5161,0.1,Cluster-Hour / OCPU-Hour,0.109,Cluster-Hour / OCPU-Hour,9%
OCI OKE (Kubernetes) - Worker Node OCPU Offering,OKE (Kubernetes) - Worker Node OCPU,Official Oracle Cloud Developer Services offering for Worker Node OCPU.,OCI-5162,0.1,Cluster-Hour / OCPU-Hour,0.084,Cluster-Hour / OCPU-Hour,-16%
OCI Functions - Invocations Offering,Functions - Invocations,Official Oracle Cloud Developer Services offering for Invocations.,OCI-5163,0.2,1m Invocations / 1k GB-Sec,0.184,1m Invocations / 1k GB-Sec,-8%
OCI Functions - Execution Duration (GB-Sec) Offering,Functions - Execution Duration (GB-Sec),Official Oracle Cloud Developer Services offering for Execution Duration (GB-Sec).,OCI-5164,0.2,1m Invocations / 1k GB-Sec,0.214,1m Invocations / 1k GB-Sec,7%
OCI Compute Instance - VM.Standard.E3.Flex - OCPU Offering,Compute Instance - VM.Standard.E3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5165,0.025,OCPU-Hour / GB-Hour,0.02725,OCPU-Hour / GB-Hour,9%
OCI Compute Instance - VM.Standard.E3.Flex - Memory (GB) Offering,Compute Instance - VM.Standard.E3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5166,0.025,OCPU-Hour / GB-Hour,0.02625,OCPU-Hour / GB-Hour,5%
OCI Compute Instance - VM.Standard.E4.Flex - OCPU Offering,Compute Instance - VM.Standard.E4.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5167,0.025,OCPU-Hour / GB-Hour,0.0255,OCPU-Hour / GB-Hour,2%
OCI Compute Instance - VM.Standard.E4.Flex - Memory (GB) Offering,Compute Instance - VM.Standard.E4.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5168,0.025,OCPU-Hour / GB-Hour,0.022,OCPU-Hour / GB-Hour,-12%
OCI Compute Instance - VM.Optimized3.Flex - OCPU Offering,Compute Instance - VM.Optimized3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5169,0.03,OCPU-Hour / GB-Hour,0.0324,OCPU-Hour / GB-Hour,8%
OCI Compute Instance - VM.Optimized3.Flex - Memory (GB) Offering,Compute Instance - VM.Optimized3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5170,0.03,OCPU-Hour / GB-Hour,0.0303,OCPU-Hour / GB-Hour,1%
OCI Compute Instance - VM.Standard3.Flex - OCPU Offering,Compute Instance - VM.Standard3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5171,0.03,OCPU-Hour / GB-Hour,0.0288,OCPU-Hour / GB-Hour,-4%
OCI Compute Instance - VM.Standard3.Flex - Memory (GB) Offering,Compute Instance - VM.Standard3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5172,0.03,OCPU-Hour / GB-Hour,0.0318,OCPU-Hour / GB-Hour,6%
OCI Compute Instance - VM.GPU.A10.1 - 1 GPU Offering,Compute Instance - VM.GPU.A10.1 - 1 GPU,Official Oracle Cloud Compute offering for 1 GPU.,OCI-5173,2.0,GPU-Hour,1.98,GPU-Hour,-1%
OCI Compute Instance - BM.Standard.E5.128 - Bare Metal Offering,Compute Instance - BM.Standard.E5.128 - Bare Metal,Official Oracle Cloud Compute offering for Bare Metal.,OCI-5174,0.025,OCPU-Hour,0.02025,OCPU-Hour,-19%
OCI Block Volume - Performance Units (VPU) - Balanced Offering,Block Volume - Performance Units (VPU) - Balanced,Official Oracle Cloud Storage offering for Performance Units (VPU) - Balanced.,OCI-5175,0.0255,GB-Month / VPU-Month,0.02473,GB-Month / VPU-Month,-3%
OCI Block Volume - Performance Units (VPU) - Higher Perf Offering,Block Volume - Performance Units (VPU) - Higher Perf,Official Oracle Cloud Storage offering for Performance Units (VPU) - Higher Perf.,OCI-5176,0.0255,GB-Month / VPU-Month,0.02473,GB-Month / VPU-Month,-3%
OCI Block Volume - Performance Units (VPU) - Ultra High Offering,Block Volume - Performance Units (VPU) - Ultra High,Official Oracle Cloud Storage offering for Performance Units (VPU) - Ultra High.,OCI-5177,0.0255,GB-Month / VPU-Month,0.02295,GB-Month / VPU-Month,-10%
OCI Block Volume - Storage Capacity Offering,Block Volume - Storage Capacity,Official Oracle Cloud Storage offering for Storage Capacity.,OCI-5178,0.0255,GB-Month / VPU-Month,0.02627,GB-Month / VPU-Month,3%
OCI Object Storage - Standard Storage Offering,Object Storage - Standard Storage,Official Oracle Cloud Storage offering for Standard Storage.,OCI-5179,0.0255,GB-Month / 10k Requests,0.02218,GB-Month / 10k Requests,-13%
OCI Object Storage - Archive Storage Offering,Object Storage - Archive Storage,Official Oracle Cloud Storage offering for Archive Storage.,OCI-5180,0.0255,GB-Month / 10k Requests,0.02065,GB-Month / 10k Requests,-19%
OCI Object Storage - Requests (A/B) Offering,Object Storage - Requests (A/B),Official Oracle Cloud Storage offering for Requests (A/B).,OCI-5181,0.0255,GB-Month / 10k Requests,0.02218,GB-Month / 10k Requests,-13%
OCI Object Storage - Data Retrieval Offering,Object Storage - Data Retrieval,Official Oracle Cloud Storage offering for Data Retrieval.,OCI-5182,0.0255,GB-Month / 10k Requests,0.02091,GB-Month / 10k Requests,-18%
OCI File Storage - Capacity Offering,File Storage - Capacity,Official Oracle Cloud Storage offering for Capacity.,OCI-5183,0.3,GB-Month,0.255,GB-Month,-15%
OCI File Storage - Requests Offering,File Storage - Requests,Official Oracle Cloud Storage offering for Requests.,OCI-5184,0.3,GB-Month,0.321,GB-Month,7%
OCI Autonomous Database (ATP/ADW) - OCPU Offering,Autonomous Database (ATP/ADW) - OCPU,Official Oracle Cloud Database offering for OCPU.,OCI-5185,98.19053,OCPU-Hour / TB-Month,108.00958,OCPU-Hour / TB-Month,10%
OCI Autonomous Database (ATP/ADW) - Storage Offering,Autonomous Database (ATP/ADW) - Storage,Official Oracle Cloud Database offering for Storage.,OCI-5186,53.21725,OCPU-Hour / TB-Month,51.08856,OCPU-Hour / TB-Month,-4%
OCI Base Database Service - Standard Edition Offering,Base Database Service - Standard Edition,Official Oracle Cloud Database offering for Standard Edition.,OCI-5187,0.25002,OCPU-Hour,0.25502,OCPU-Hour,2%
OCI Base Database Service - Enterprise Edition Offering,Base Database Service - Enterprise Edition,Official Oracle Cloud Database offering for Enterprise Edition.,OCI-5188,1.26695,OCPU-Hour,1.30496,OCPU-Hour,3%
OCI Base Database Service - Enterprise Edition High Performance Offering,Base Database Service - Enterprise Edition High Performance,Official Oracle Cloud Database offering for Enterprise Edition High Performance.,OCI-5189,0.90854,OCPU-Hour,0.95397,OCPU-Hour,5%
OCI Base Database Service - Enterprise Edition Extreme Performance Offering,Base Database Service - Enterprise Edition Extreme Performance,Official Oracle Cloud Database offering for Enterprise Edition Extreme Performance.,OCI-5190,1.63533,OCPU-Hour,1.34097,OCPU-Hour,-18%
OCI Exadata Cloud Service - X9 Infrastructure Offering,Exadata Cloud Service - X9 Infrastructure,Official Oracle Cloud Database offering for X9 Infrastructure.,OCI-5191,9508.6517,OCPU-Hour / Infrastructure-Month,7987.26743,OCPU-Hour / Infrastructure-Month,-16%
OCI Exadata Cloud Service - X9 OCPU Offering,Exadata Cloud Service - X9 OCPU,Official Oracle Cloud Database offering for X9 OCPU.,OCI-5192,8444.41955,OCPU-Hour / Infrastructure-Month,7177.75662,OCPU-Hour / Infrastructure-Month,-15%
OCI Flexible Load Balancer - Bandwidth (10Mbps) Offering,Flexible Load Balancer - Bandwidth (10Mbps),Official Oracle Cloud Networking offering for Bandwidth (10Mbps).,OCI-5193,0.05724,Load Balancer-Hour,0.05037,Load Balancer-Hour,-12%
OCI Flexible Load Balancer - Bandwidth (100Mbps) Offering,Flexible Load Balancer - Bandwidth (100Mbps),Official Oracle Cloud Networking offering for Bandwidth (100Mbps).,OCI-5194,0.03045,Load Balancer-Hour,0.02497,Load Balancer-Hour,-18%
OCI Flexible Load Balancer - Bandwidth (1000Mbps) Offering,Flexible Load Balancer - Bandwidth (1000Mbps),Official Oracle Cloud Networking offering for Bandwidth (1000Mbps).,OCI-5195,0.04747,Load Balancer-Hour,0.04225,Load Balancer-Hour,-11%
OCI FastConnect - 1 Gbps Offering,FastConnect - 1 Gbps,Official Oracle Cloud Networking offering for 1 Gbps.,OCI-5196,0.0,Port-Hour,0.0,Port-Hour,-17%
OCI FastConnect - 10 Gbps Offering,FastConnect - 10 Gbps,Official Oracle Cloud Networking offering for 10 Gbps.,OCI-5197,0.0,Port-Hour,0.0,Port-Hour,-15%
OCI VCN Data Transfer - Inbound Offering,VCN Data Transfer - Inbound,Official Oracle Cloud Networking offering for Inbound.,OCI-5198,0.00051,GB,0.00054,GB,5%
OCI VCN Data Transfer - Outbound to Internet (First 10TB free) Offering,VCN Data Transfer - Outbound to Internet (First 10TB free),Official Oracle Cloud Networking offering for Outbound to Internet (First 10TB free).,OCI-5199,6e-05,GB,5e-05,GB,-15%
OCI VCN Data Transfer - Outbound to Internet (Next 40TB) Offering,VCN Data Transfer - Outbound to Internet (Next 40TB),Official Oracle Cloud Networking offering for Outbound to Internet (Next 40TB).,OCI-5200,0.00084,GB,0.00076,GB,-10%
OCI AI Services - Vision - Image Analysis Offering,AI Services - Vision - Image Analysis,Official Oracle Cloud AI/ML offering for Vision - Image Analysis.,OCI-5201,0.87253,1k units,0.69802,1k units,-20%
OCI AI Services - Vision - Document AI Offering,AI Services - Vision - Document AI,Official Oracle Cloud AI/ML offering for Vision - Document AI.,OCI-5202,0.71894,1k units,0.57515,1k units,-20%
OCI AI Services - Language - Sentiment Analysis Offering,AI Services - Language - Sentiment Analysis,Official Oracle Cloud AI/ML offering for Language - Sentiment Analysis.,OCI-5203,0.75839,1k units,0.63705,1k units,-16%
OCI AI Services - Speech - Transcription Offering,AI Services - Speech - Transcription,Official Oracle Cloud AI/ML offering for Speech - Transcription.,OCI-5204,0.89696,1k units,0.89696,1k units,0%
OCI AI Services - Anomaly Detection Offering,AI Services - Anomaly Detection,Official Oracle Cloud AI/ML offering for Anomaly Detection.,OCI-5205,0.36426,1k units,0.39704,1k units,9%
OCI Generative AI - Llama-2-70b Inference Offering,Generative AI - Llama-2-70b Inference,Official Oracle Cloud AI/ML offering for Llama-2-70b Inference.,OCI-5206,8.60941,1m tokens / Cluster-Hour,8.95379,1m tokens / Cluster-Hour,4%
OCI Generative AI - Cohere Command Inference Offering,Generative AI - Cohere Command Inference,Official Oracle Cloud AI/ML offering for Cohere Command Inference.,OCI-5207,28.31193,1m tokens / Cluster-Hour,24.34826,1m tokens / Cluster-Hour,-14%
OCI Generative AI - Dedicated AI Cluster Offering,Generative AI - Dedicated AI Cluster,Official Oracle Cloud AI/ML offering for Dedicated AI Cluster.,OCI-5208,21.74959,1m tokens / Cluster-Hour,23.48956,1m tokens / Cluster-Hour,8%
OCI Analytics Cloud - Professional Edition Offering,Analytics Cloud - Professional Edition,Official Oracle Cloud Analytics offering for Professional Edition.,OCI-5209,1.50294,OCPU-Hour,1.20235,OCPU-Hour,-20%
OCI Analytics Cloud - Enterprise Edition Offering,Analytics Cloud - Enterprise Edition,Official Oracle Cloud Analytics offering for Enterprise Edition.,OCI-5210,1.05982,OCPU-Hour,0.99623,OCPU-Hour,-6%
OCI Cloud Guard - Global Configuration Offering,Cloud Guard - Global Configuration,Official Oracle Cloud Security offering for Global Configuration.,OCI-5211,0.0,Free,0.0,Free,-7%
OCI WAF - Edge Policy Offering,WAF - Edge Policy,Official Oracle Cloud Security offering for Edge Policy.,OCI-5212,5.0,Policy-Month / 1m Requests,4.5,Policy-Month / 1m Requests,-10%
OCI WAF - Request fee Offering,WAF - Request fee,Official Oracle Cloud Security offering for Request fee.,OCI-5213,5.0,Policy-Month / 1m Requests,4.4,Policy-Month / 1m Requests,-12%
OCI Vault - Key Version Offering,Vault - Key Version,Official Oracle Cloud Security offering for Key Version.,OCI-5214,0.5,Key/Secret-Month,0.51,Key/Secret-Month,2%
OCI Vault - Secret Version Offering,Vault - Secret Version,Official Oracle Cloud Security offering for Secret Version.,OCI-5215,0.5,Key/Secret-Month,0.505,Key/Secret-Month,1%
OCI OKE (Kubernetes) - Cluster Management Fee Offering,OKE (Kubernetes) - Cluster Management Fee,Official Oracle Cloud Developer Services offering for Cluster Management Fee.,OCI-5216,0.1,Cluster-Hour / OCPU-Hour,0.08,Cluster-Hour / OCPU-Hour,-20%
OCI OKE (Kubernetes) - Worker Node OCPU Offering,OKE (Kubernetes) - Worker Node OCPU,Official Oracle Cloud Developer Services offering for Worker Node OCPU.,OCI-5217,0.1,Cluster-Hour / OCPU-Hour,0.094,Cluster-Hour / OCPU-Hour,-6%
OCI Functions - Invocations Offering,Functions - Invocations,Official Oracle Cloud Developer Services offering for Invocations.,OCI-5218,0.2,1m Invocations / 1k GB-Sec,0.184,1m Invocations / 1k GB-Sec,-8%
OCI Functions - Execution Duration (GB-Sec) Offering,Functions - Execution Duration (GB-Sec),Official Oracle Cloud Developer Services offering for Execution Duration (GB-Sec).,OCI-5219,0.2,1m Invocations / 1k GB-Sec,0.216,1m Invocations / 1k GB-Sec,8%
OCI Compute Instance - VM.Standard.E3.Flex - OCPU Offering,Compute Instance - VM.Standard.E3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5220,0.025,OCPU-Hour / GB-Hour,0.027,OCPU-Hour / GB-Hour,8%
OCI Compute Instance - VM.Standard.E3.Flex - Memory (GB) Offering,Compute Instance - VM.Standard.E3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5221,0.025,OCPU-Hour / GB-Hour,0.02425,OCPU-Hour / GB-Hour,-3%
OCI Compute Instance - VM.Standard.E4.Flex - OCPU Offering,Compute Instance - VM.Standard.E4.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5222,0.025,OCPU-Hour / GB-Hour,0.027,OCPU-Hour / GB-Hour,8%
OCI Compute Instance - VM.Standard.E4.Flex - Memory (GB) Offering,Compute Instance - VM.Standard.E4.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5223,0.025,OCPU-Hour / GB-Hour,0.0205,OCPU-Hour / GB-Hour,-18%
OCI Compute Instance - VM.Optimized3.Flex - OCPU Offering,Compute Instance - VM.Optimized3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5224,0.03,OCPU-Hour / GB-Hour,0.0324,OCPU-Hour / GB-Hour,8%
OCI Compute Instance - VM.Optimized3.Flex - Memory (GB) Offering,Compute Instance - VM.Optimized3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5225,0.03,OCPU-Hour / GB-Hour,0.027,OCPU-Hour / GB-Hour,-10%
OCI Compute Instance - VM.Standard3.Flex - OCPU Offering,Compute Instance - VM.Standard3.Flex - OCPU,Official Oracle Cloud Compute offering for OCPU.,OCI-5226,0.03,OCPU-Hour / GB-Hour,0.03,OCPU-Hour / GB-Hour,0%
OCI Compute Instance - VM.Standard3.Flex - Memory (GB) Offering,Compute Instance - VM.Standard3.Flex - Memory (GB),Official Oracle Cloud Compute offering for Memory (GB).,OCI-5227,0.03,OCPU-Hour / GB-Hour,0.0279,OCPU-Hour / GB-Hour,-7%
OCI Compute Instance - VM.GPU.A10.1 - 1 GPU Offering,Compute Instance - VM.GPU.A10.1 - 1 GPU,Official Oracle Cloud Compute offering for 1 GPU.,OCI-5228,2.0,GPU-Hour,2.02,GPU-Hour,1%
OCI Compute Instance - BM.Standard.E5.128 - Bare Metal Offering,Compute Instance - BM.Standard.E5.128 - Bare Metal,Official Oracle Cloud Compute offering for Bare Metal.,OCI-5229,0.025,OCPU-Hour,0.024,OCPU-Hour,-4%
OCI Block Volume - Performance Units (VPU) - Balanced Offering,Block Volume - Performance Units (VPU) - Balanced,Official Oracle Cloud Storage offering for Performance Units (VPU) - Balanced.,OCI-5230,0.0255,GB-Month / VPU-Month,0.02244,GB-Month / VPU-Month,-12%
OCI Block Volume - Performance Units (VPU) - Higher Perf Offering,Block Volume - Performance Units (VPU) - Higher Perf,Official Oracle Cloud Storage offering for Performance Units (VPU) - Higher Perf.,OCI-5231,0.0255,GB-Month / VPU-Month,0.02678,GB-Month / VPU-Month,5%
OCI Block Volume - Performance Units (VPU) - Ultra High Offering,Block Volume - Performance Units (VPU) - Ultra High,Official Oracle Cloud Storage offering for Performance Units (VPU) - Ultra High.,OCI-5232,0.0255,GB-Month / VPU-Month,0.0232,GB-Month / VPU-Month,-9%
OCI Block Volume - Storage Capacity Offering,Block Volume - Storage Capacity,Official Oracle Cloud Storage offering for Storage Capacity.,OCI-5233,0.0255,GB-Month / VPU-Month,0.0255,GB-Month / VPU-Month,0%
OCI Object Storage - Standard Storage Offering,Object Storage - Standard Storage,Official Oracle Cloud Storage offering for Standard Storage.,OCI-5234,0.0255,GB-Month / 10k Requests,0.02499,GB-Month / 10k Requests,-2%
OCI Object Storage - Archive Storage Offering,Object Storage - Archive Storage,Official Oracle Cloud Storage offering for Archive Storage.,OCI-5235,0.0255,GB-Month / 10k Requests,0.02269,GB-Month / 10k Requests,-11%
OCI Object Storage - Requests (A/B) Offering,Object Storage - Requests (A/B),Official Oracle Cloud Storage offering for Requests (A/B).,OCI-5236,0.0255,GB-Month / 10k Requests,0.02473,GB-Month / 10k Requests,-3%
OCI Object Storage - Data Retrieval Offering,Object Storage - Data Retrieval,Official Oracle Cloud Storage offering for Data Retrieval.,OCI-5237,0.0255,GB-Month / 10k Requests,0.02091,GB-Month / 10k Requests,-18%
OCI File Storage - Capacity Offering,File Storage - Capacity,Official Oracle Cloud Storage offering for Capacity.,OCI-5238,0.3,GB-Month,0.243,GB-Month,-19%
OCI File Storage - Requests Offering,File Storage - Requests,Official Oracle Cloud Storage offering for Requests.,OCI-5239,0.3,GB-Month,0.288,GB-Month,-4%
OCI Autonomous Database (ATP/ADW) - OCPU Offering,Autonomous Database (ATP/ADW) - OCPU,Official Oracle Cloud Database offering for OCPU.,OCI-5240,22.89637,OCPU-Hour / TB-Month,25.18601,OCPU-Hour / TB-Month,10%
