title,csoShortName,description,catalogitemNumber,commercialUnitPrice,commercialunitofissue,customerunitprice,customerunitofissue,discountpremiumfee
GCP Cloud SQL - db-n1-standard-1 Offer,Cloud SQL - db-n1-standard-1,Official GCP Database offering for db-n1-standard-1.,GCP-1156,0.1897,Instance/Hour,0.1783,Instance/Hour,-6%
GCP Cloud SQL - High Availability Offer,Cloud SQL - High Availability,Official GCP Database offering for High Availability.,GCP-1157,0.4056,Instance/Hour,0.4178,Instance/Hour,3%
GCP Spanner - Node Offer,Spanner - Node,Official GCP Database offering for Node.,GCP-1158,0.7334,Node/Hour,0.6454,Node/Hour,-12%
GCP Spanner - Processing Unit Offer,Spanner - Processing Unit,Official GCP Database offering for Processing Unit.,GCP-1159,0.3251,Node/Hour,0.3056,Node/Hour,-6%
GCP Spanner - Storage Offer,Spanner - Storage,Official GCP Database offering for Storage.,GCP-1160,0.7988,Node/Hour,0.6151,Node/Hour,-23%
GCP Cloud Interconnect - 10Gbps Dedicated Offer,Cloud Interconnect - 10Gbps Dedicated,Official GCP Networking offering for 10Gbps Dedicated.,GCP-1161,4.8855,Link/Hour,4.2015,Link/Hour,-14%
GCP Cloud Interconnect - 100Gbps Dedicated Offer,Cloud Interconnect - 100Gbps Dedicated,Official GCP Networking offering for 100Gbps Dedicated.,GCP-1162,4.9334,Link/Hour,5.5747,Link/Hour,13%
GCP Cloud Interconnect - VLAN Attachment Offer,Cloud Interconnect - VLAN Attachment,Official GCP Networking offering for VLAN Attachment.,GCP-1163,0.1999,Link/Hour,0.2139,Link/Hour,7%
GCP Vertex AI - AutoML Training Offer,Vertex AI - AutoML Training,Official GCP AI/ML offering for AutoML Training.,GCP-1164,6.1145,Node/Hour / 1M Tokens,4.5859,Node/Hour / 1M Tokens,-25%
GCP Vertex AI - Prediction Offer,Vertex AI - Prediction,Official GCP AI/ML offering for Prediction.,GCP-1165,2.6542,Node/Hour / 1M Tokens,2.6011,Node/Hour / 1M Tokens,-2%
