title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Amazon Athena,Amazon Athena,,ITEM-00312,13.134,Month,9.851,Month,25%
AWS IAM,AWS IAM,,ITEM-00313,1.725,Month,1.294,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00314,46.553,Month,34.915,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00315,7.153,Month,5.365,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00316,47.954,Month,35.965,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00317,37.819,Month,28.364,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00318,42.722,Month,32.041,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00319,8.425,Month,6.319,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00320,46.402,Month,34.802,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00321,11.47,Month,8.603,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00322,46.793,Month,35.095,Month,25%
AWS Glue,AWS Glue,,ITEM-00323,5.394,Month,4.046,Month,25%
AWS Batch,AWS Batch,,ITEM-00324,2.473,Month,1.855,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00325,34.36,Month,25.77,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00326,41.331,Month,30.998,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00327,33.764,Month,25.323,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00328,11.895,Month,8.921,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00329,26.867,Month,20.15,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00330,39.752,Month,29.814,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00331,46.215,Month,34.661,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00332,11.358,Month,8.518,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00333,2.894,Month,2.171,Month,25%
AWS WAF,AWS WAF,,ITEM-00334,9.214,Month,6.911,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00335,29.695,Month,22.271,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00336,14.058,Month,10.543,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00337,34.984,Month,26.238,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00338,31.25,Month,23.438,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00339,27.648,Month,20.736,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00340,4.449,Month,3.337,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00341,39.023,Month,29.267,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00342,10.481,Month,7.861,Month,25%
AWS WAF,AWS WAF,,ITEM-00343,4.213,Month,3.16,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00344,31.844,Month,23.883,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00345,32.911,Month,24.683,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00346,17.687,Month,13.265,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00347,36.156,Month,27.117,Month,25%
AWS IAM,AWS IAM,,ITEM-00348,10.406,Month,7.805,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00349,15.886,Month,11.915,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00350,39.257,Month,29.443,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00351,7.136,Month,5.352,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00352,38.2,Month,28.65,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00353,25.091,Month,18.818,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00354,29.07,Month,21.803,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00355,49.41,Month,37.057,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00356,2.198,Month,1.648,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00357,37.147,Month,27.86,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00358,33.246,Month,24.934,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00359,3.351,Month,2.513,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00360,6.768,Month,5.076,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00361,47.959,Month,35.969,Month,25%
AWS Glue,AWS Glue,,ITEM-00362,20.417,Month,15.313,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00363,29.041,Month,21.781,Month,25%
AWS WAF,AWS WAF,,ITEM-00364,1.676,Month,1.257,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00365,46.499,Month,34.874,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00366,14.956,Month,11.217,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00367,35.376,Month,26.532,Month,25%
AWS KMS,AWS KMS,,ITEM-00368,22.562,Month,16.922,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00369,29.173,Month,21.88,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00370,4.571,Month,3.428,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00371,12.887,Month,9.665,Month,25%
AWS IAM,AWS IAM,,ITEM-00372,34.683,Month,26.012,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00373,43.896,Month,32.922,Month,25%
Amazon ECS,Amazon ECS,,ITEM-00374,38.074,Month,28.555,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00375,17.832,Month,13.374,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00376,17.545,Month,13.159,Month,25%
AWS Batch,AWS Batch,,ITEM-00377,23.845,Month,17.884,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00378,34.795,Month,26.096,Month,25%
AWS Elastic Beanstalk,AWS Elastic Beanstalk,,ITEM-00379,39.845,Month,29.884,Month,25%
AWS Batch,AWS Batch,,ITEM-00380,5.174,Month,3.881,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00381,45.346,Month,34.009,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00382,9.071,Month,6.803,Month,25%
AWS Glue,AWS Glue,,ITEM-00383,30.37,Month,22.777,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00384,23.622,Month,17.716,Month,25%
Amazon S3,Amazon S3,,ITEM-00385,39.603,Month,29.702,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00386,34.579,Month,25.934,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00387,45.473,Month,34.105,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00388,40.321,Month,30.241,Month,25%
AWS Batch,AWS Batch,,ITEM-00389,49.057,Month,36.793,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00390,42.501,Month,31.876,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00391,40.549,Month,30.412,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00392,27.041,Month,20.281,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00393,2.079,Month,1.559,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00394,10.393,Month,7.795,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00395,20.896,Month,15.672,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00396,36.127,Month,27.095,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00397,34.477,Month,25.858,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00398,48.622,Month,36.466,Month,25%
Amazon S3,Amazon S3,,ITEM-00399,37.545,Month,28.159,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00400,34.818,Month,26.113,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00401,27.716,Month,20.787,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00402,20.604,Month,15.453,Month,25%
AWS IAM,AWS IAM,,ITEM-00403,42.875,Month,32.156,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00404,26.04,Month,19.53,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00405,43.975,Month,32.981,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00406,30.043,Month,22.532,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00407,28.385,Month,21.289,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00408,47.397,Month,35.548,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00409,22.014,Month,16.511,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00410,19.448,Month,14.586,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00411,14.014,Month,10.511,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00412,11.857,Month,8.893,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00413,2.951,Month,2.213,Month,25%
AWS Glue,AWS Glue,,ITEM-00414,13.729,Month,10.297,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00415,14.867,Month,11.15,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00416,9.851,Month,7.388,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00417,9.924,Month,7.443,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00418,7.816,Month,5.862,Month,25%
AWS IAM,AWS IAM,,ITEM-00419,3.017,Month,2.263,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00420,5.293,Month,3.97,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00421,11.583,Month,8.687,Month,25%
AWS Batch,AWS Batch,,ITEM-00422,46.559,Month,34.919,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00423,1.566,Month,1.175,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00424,31.813,Month,23.86,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00425,45.432,Month,34.074,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00426,37.327,Month,27.995,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00427,39.664,Month,29.748,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00428,42.956,Month,32.217,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00429,37.479,Month,28.109,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00430,42.972,Month,32.229,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00431,22.165,Month,16.624,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00432,21.328,Month,15.996,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00433,1.517,Month,1.138,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00434,43.369,Month,32.527,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00435,41.544,Month,31.158,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00436,22.295,Month,16.721,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00437,36.474,Month,27.355,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00438,11.906,Month,8.93,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00439,13.096,Month,9.822,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00440,15.556,Month,11.667,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00441,7.693,Month,5.77,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00442,45.33,Month,33.998,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00443,30.623,Month,22.967,Month,25%
Amazon S3,Amazon S3,,ITEM-00444,2.527,Month,1.895,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00445,9.43,Month,7.072,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00446,24.324,Month,18.243,Month,25%
Amazon S3,Amazon S3,,ITEM-00447,41.255,Month,30.941,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00448,21.548,Month,16.161,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00449,28.052,Month,21.039,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00450,39.365,Month,29.524,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00451,10.174,Month,7.63,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00452,42.57,Month,31.928,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00453,30.655,Month,22.991,Month,25%
AWS WAF,AWS WAF,,ITEM-00454,13.378,Month,10.034,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00455,27.704,Month,20.778,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00456,26.184,Month,19.638,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00457,36.036,Month,27.027,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00458,46.494,Month,34.87,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00459,34.373,Month,25.78,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00460,10.5,Month,7.875,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00461,21.982,Month,16.486,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00462,1.871,Month,1.403,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00463,14.899,Month,11.174,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00464,13.705,Month,10.279,Month,25%
AWS KMS,AWS KMS,,ITEM-00465,11.453,Month,8.59,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00466,29.382,Month,22.037,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00467,25.758,Month,19.319,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00468,42.138,Month,31.603,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00469,2.312,Month,1.734,Month,25%
Amazon S3,Amazon S3,,ITEM-00470,25.58,Month,19.185,Month,25%
Amazon CloudFront,Amazon CloudFront,,ITEM-00471,25.045,Month,18.784,Month,25%
AWS Batch,AWS Batch,,ITEM-00472,21.226,Month,15.919,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00473,39.107,Month,29.33,Month,25%
AWS IAM,AWS IAM,,ITEM-00474,31.975,Month,23.981,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00475,23.938,Month,17.953,Month,25%
Amazon S3,Amazon S3,,ITEM-00476,38.822,Month,29.117,Month,25%
AWS WAF,AWS WAF,,ITEM-00477,33.067,Month,24.8,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00478,21.087,Month,15.815,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00479,7.945,Month,5.959,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00480,11.627,Month,8.72,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00481,9.152,Month,6.864,Month,25%
AWS Batch,AWS Batch,,ITEM-00482,16.583,Month,12.437,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00483,5.962,Month,4.471,Month,25%
AWS WAF,AWS WAF,,ITEM-00484,38.874,Month,29.156,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00485,35.567,Month,26.675,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00486,49.348,Month,37.011,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00487,26.739,Month,20.054,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00488,23.041,Month,17.281,Month,25%
Amazon S3,Amazon S3,,ITEM-00489,21.296,Month,15.972,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00490,30.898,Month,23.174,Month,25%
AWS KMS,AWS KMS,,ITEM-00491,9.917,Month,7.438,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00492,18.345,Month,13.759,Month,25%
Amazon S3,Amazon S3,,ITEM-00493,1.466,Month,1.099,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00494,41.918,Month,31.438,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00495,33.427,Month,25.07,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00496,26.166,Month,19.625,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00497,28.13,Month,21.098,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00498,5.602,Month,4.202,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00499,44.235,Month,33.176,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00500,4.855,Month,3.641,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00501,46.93,Month,35.197,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00502,40.593,Month,30.445,Month,25%
AWS KMS,AWS KMS,,ITEM-00503,20.553,Month,15.415,Month,25%
AWS Glue,AWS Glue,,ITEM-00504,32.291,Month,24.218,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00505,30.745,Month,23.059,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00506,44.368,Month,33.276,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00507,13.741,Month,10.306,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00508,34.015,Month,25.511,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00509,41.29,Month,30.968,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00510,7.79,Month,5.843,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00511,34.874,Month,26.156,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00512,26.414,Month,19.811,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00513,20.375,Month,15.281,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00514,13.092,Month,9.819,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00515,47.068,Month,35.301,Month,25%
AWS Batch,AWS Batch,,ITEM-00516,36.659,Month,27.494,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00517,47.943,Month,35.957,Month,25%
AWS IAM,AWS IAM,,ITEM-00518,34.665,Month,25.999,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00519,35.271,Month,26.453,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00520,28.695,Month,21.521,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00521,7.188,Month,5.391,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00522,33.154,Month,24.866,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00523,35.486,Month,26.614,Month,25%
AWS Glue,AWS Glue,,ITEM-00524,35.514,Month,26.636,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00525,12.111,Month,9.083,Month,25%
AWS IAM,AWS IAM,,ITEM-00526,42.762,Month,32.072,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00527,17.379,Month,13.034,Month,25%
AWS Batch,AWS Batch,,ITEM-00528,15.642,Month,11.732,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00529,48.897,Month,36.673,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00530,14.842,Month,11.132,Month,25%
Amazon QuickSight,Amazon QuickSight,,ITEM-00531,41.006,Month,30.755,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00532,41.297,Month,30.973,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00533,31.951,Month,23.963,Month,25%
AWS Batch,AWS Batch,,ITEM-00534,26.449,Month,19.837,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00535,31.466,Month,23.599,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00536,22.121,Month,16.591,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00537,27.949,Month,20.962,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00538,39.576,Month,29.682,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00539,43.035,Month,32.276,Month,25%
Amazon Aurora,Amazon Aurora,,ITEM-00540,31.144,Month,23.358,Month,25%
AWS KMS,AWS KMS,,ITEM-00541,19.629,Month,14.722,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00542,29.135,Month,21.851,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00543,34.662,Month,25.996,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00544,37.189,Month,27.892,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00545,22.037,Month,16.528,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00546,14.789,Month,11.092,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00547,46.15,Month,34.612,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00548,48.973,Month,36.73,Month,25%
AWS WAF,AWS WAF,,ITEM-00549,39.915,Month,29.936,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00550,40.303,Month,30.227,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00551,28.752,Month,21.564,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00552,40.109,Month,30.082,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00553,23.265,Month,17.449,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00554,38.264,Month,28.698,Month,25%
Amazon Elasticache,Amazon Elasticache,,ITEM-00555,15.668,Month,11.751,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00556,30.321,Month,22.741,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00557,27.468,Month,20.601,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00558,28.74,Month,21.555,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00559,42.024,Month,31.518,Month,25%
Amazon ECS,Amazon ECS,,ITEM-00560,21.606,Month,16.205,Month,25%
AWS KMS,AWS KMS,,ITEM-00561,44.812,Month,33.609,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00562,20.407,Month,15.305,Month,25%
Amazon ECS,Amazon ECS,,ITEM-00563,5.473,Month,4.105,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00564,21.958,Month,16.468,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00565,34.703,Month,26.027,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00566,43.142,Month,32.357,Month,25%
AWS IAM,AWS IAM,,ITEM-00567,0.896,Month,0.672,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00568,40.509,Month,30.382,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00569,22.858,Month,17.143,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00570,44.895,Month,33.671,Month,25%
Amazon SQS,Amazon SQS,,ITEM-00571,19.873,Month,14.905,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00572,39.67,Month,29.753,Month,25%
Amazon Lightsail,Amazon Lightsail,,ITEM-00573,8.883,Month,6.662,Month,25%
AWS KMS,AWS KMS,,ITEM-00574,11.801,Month,8.851,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00575,12.676,Month,9.507,Month,25%
AWS Amplify,AWS Amplify,,ITEM-00576,5.632,Month,4.224,Month,25%
Amazon Athena,Amazon Athena,,ITEM-00577,44.466,Month,33.349,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00578,34.126,Month,25.594,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00579,5.653,Month,4.24,Month,25%
Amazon CloudWatch,Amazon CloudWatch,,ITEM-00580,33.133,Month,24.85,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00581,35.979,Month,26.984,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00582,12.248,Month,9.186,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00583,41.484,Month,31.113,Month,25%
Amazon AppStream 2.0,Amazon AppStream 2.0,,ITEM-00584,0.133,Month,0.1,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00585,37.606,Month,28.205,Month,25%
Amazon WorkSpaces,Amazon WorkSpaces,,ITEM-00586,34.65,Month,25.987,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00587,11.918,Month,8.938,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00588,12.43,Month,9.322,Month,25%
Amazon ECS,Amazon ECS,,ITEM-00589,40.861,Month,30.646,Month,25%
Amazon Neptune,Amazon Neptune,,ITEM-00590,48.258,Month,36.194,Month,25%
Amazon DocumentDB,Amazon DocumentDB,,ITEM-00591,38.331,Month,28.748,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00592,42.729,Month,32.047,Month,25%
Amazon VPC,Amazon VPC,,ITEM-00593,20.337,Month,15.253,Month,25%
Amazon EC2,Amazon EC2,,ITEM-00594,15.3,Month,11.475,Month,25%
AWS IAM,AWS IAM,,ITEM-00595,33.262,Month,24.947,Month,25%
Amazon S3,Amazon S3,,ITEM-00596,49.247,Month,36.935,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00597,12.386,Month,9.29,Month,25%
AWS Glue,AWS Glue,,ITEM-00598,44.059,Month,33.044,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00599,35.147,Month,26.36,Month,25%
Amazon Kinesis,Amazon Kinesis,,ITEM-00600,9.092,Month,6.819,Month,25%
Amazon SageMaker,Amazon SageMaker,,ITEM-00601,25.158,Month,18.869,Month,25%
Amazon Redshift,Amazon Redshift,,ITEM-00602,38.008,Month,28.506,Month,25%
AWS Glue DataBrew,AWS Glue DataBrew,,ITEM-00603,11.635,Month,8.726,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00604,24.918,Month,18.688,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00605,31.952,Month,23.964,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00606,48.452,Month,36.339,Month,25%
Amazon EKS,Amazon EKS,,ITEM-00607,5.473,Month,4.105,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00608,28.48,Month,21.36,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00609,15.553,Month,11.665,Month,25%
AWS KMS,AWS KMS,,ITEM-00610,30.561,Month,22.921,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00611,15.716,Month,11.787,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00612,36.798,Month,27.599,Month,25%
AWS WAF,AWS WAF,,ITEM-00613,28.232,Month,21.174,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00614,8.687,Month,6.515,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00615,20.312,Month,15.234,Month,25%
AWS Direct Connect,AWS Direct Connect,,ITEM-00616,12.96,Month,9.72,Month,25%
AWS Fargate,AWS Fargate,,ITEM-00617,45.266,Month,33.95,Month,25%
AWS Lake Formation,AWS Lake Formation,,ITEM-00618,0.888,Month,0.666,Month,25%
Amazon RDS,Amazon RDS,,ITEM-00619,32.585,Month,24.439,Month,25%
AWS Step Functions,AWS Step Functions,,ITEM-00620,13.251,Month,9.938,Month,25%
AWS AppSync,AWS AppSync,,ITEM-00621,35.404,Month,26.553,Month,25%
Amazon Route 53,Amazon Route 53,,ITEM-00622,32.228,Month,24.171,Month,25%
Amazon MQ,Amazon MQ,,ITEM-00623,41.572,Month,31.179,Month,25%
Amazon API Gateway,Amazon API Gateway,,ITEM-00624,13.531,Month,10.148,Month,25%
Amazon DynamoDB,Amazon DynamoDB,,ITEM-00625,48.918,Month,36.688,Month,25%
Amazon SNS,Amazon SNS,,ITEM-00626,9.909,Month,7.432,Month,25%
AWS Lambda,AWS Lambda,,ITEM-00627,12.636,Month,9.477,Month,25%
