title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00207,87.617,Month,65.713,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00208,95.748,Month,71.811,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00209,20.363,Month,15.272,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00210,13.496,Month,10.122,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00211,63.945,Month,47.959,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00212,66.128,Month,49.596,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00213,97.531,Month,73.148,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00214,28.049,Month,21.037,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00215,13.157,Month,9.868,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00216,116.445,Month,87.334,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00217,113.986,Month,85.49,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00218,64.104,Month,48.078,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00219,1.105,Month,0.829,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00220,57.788,Month,43.341,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00221,36.209,Month,27.157,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00222,48.464,Month,36.348,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00223,61.065,Month,45.799,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00224,11.739,Month,8.804,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00225,57.855,Month,43.391,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00226,55.762,Month,41.822,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00227,30.876,Month,23.157,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00228,39.421,Month,29.566,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00229,4.88,Month,3.66,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00230,54.064,Month,40.548,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00231,21.836,Month,16.377,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00232,11.405,Month,8.554,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00233,79.303,Month,59.477,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00234,73.751,Month,55.313,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00235,76.337,Month,57.253,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00236,47.107,Month,35.33,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00237,83.403,Month,62.552,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00238,108.581,Month,81.436,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00239,53.754,Month,40.316,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00240,92.389,Month,69.292,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00241,15.786,Month,11.839,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00242,4.355,Month,3.266,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00243,6.986,Month,5.239,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00244,54.242,Month,40.681,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00245,110.64,Month,82.98,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00246,32.194,Month,24.146,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00247,90.906,Month,68.18,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00248,60.143,Month,45.107,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00249,12.205,Month,9.154,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00250,96.297,Month,72.223,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00251,51.533,Month,38.65,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00252,40.948,Month,30.711,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00253,16.78,Month,12.585,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00254,64.068,Month,48.051,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00255,43.665,Month,32.749,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00256,17.689,Month,13.267,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00257,108.233,Month,81.175,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00258,17.566,Month,13.174,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00259,43.695,Month,32.771,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00260,4.575,Month,3.431,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00261,23.543,Month,17.657,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00262,119.836,Month,89.877,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00263,75.479,Month,56.609,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00264,56.51,Month,42.383,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00265,55.85,Month,41.888,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00266,2.403,Month,1.802,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00267,15.708,Month,11.781,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00268,61.085,Month,45.814,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00269,5.827,Month,4.37,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00270,59.214,Month,44.41,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00271,110.367,Month,82.775,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00272,104.936,Month,78.702,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00273,6.902,Month,5.176,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00274,23.587,Month,17.69,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00275,66.867,Month,50.15,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00276,110.466,Month,82.849,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00277,61.839,Month,46.379,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00278,16.344,Month,12.258,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00279,94.577,Month,70.933,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00280,2.934,Month,2.2,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00281,24.77,Month,18.578,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00282,96.909,Month,72.682,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00283,73.318,Month,54.989,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00284,50.792,Month,38.094,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00285,80.667,Month,60.5,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00286,90.707,Month,68.03,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00287,65.125,Month,48.844,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00288,112.016,Month,84.012,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00289,33.764,Month,25.323,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00290,70.256,Month,52.692,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00291,94.805,Month,71.104,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00292,80.733,Month,60.55,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00293,103.404,Month,77.553,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00294,61.359,Month,46.019,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00295,101.177,Month,75.883,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00296,20.775,Month,15.581,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00297,88.974,Month,66.731,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00298,50.441,Month,37.831,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00299,53.984,Month,40.488,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00300,9.549,Month,7.162,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00301,92.876,Month,69.657,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00302,89.408,Month,67.056,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00303,2.951,Month,2.213,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00304,75.044,Month,56.283,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00305,87.489,Month,65.617,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00306,13.988,Month,10.491,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00307,98.207,Month,73.655,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00308,110.64,Month,82.98,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00309,112.682,Month,84.511,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00310,86.903,Month,65.177,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00311,6.73,Month,5.048,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00312,115.84,Month,86.88,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00313,93.985,Month,70.489,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00314,31.133,Month,23.35,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00315,4.558,Month,3.418,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00316,101.634,Month,76.225,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00317,41.202,Month,30.901,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00318,39.027,Month,29.27,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00319,1.717,Month,1.288,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00320,99.697,Month,74.773,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00321,82.502,Month,61.876,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00322,58.17,Month,43.627,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00323,93.501,Month,70.126,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00324,33.206,Month,24.905,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00325,38.39,Month,28.793,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00326,42.895,Month,32.171,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00327,39.59,Month,29.693,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00328,115.282,Month,86.462,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00329,40.829,Month,30.622,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00330,91.024,Month,68.268,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00331,74.816,Month,56.112,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00332,72.844,Month,54.633,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00333,1.92,Month,1.44,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00334,69.06,Month,51.795,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00335,63.005,Month,47.254,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00336,102.994,Month,77.245,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00337,80.594,Month,60.445,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00338,112.943,Month,84.707,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00339,92.43,Month,69.323,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00340,111.217,Month,83.413,Month,25%
Oracle Cloud Infrastructure Identity and Access Management,IAM,OCI service description for IAM,ITEM-ORCL-00341,38.089,Month,28.567,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00342,29.18,Month,21.885,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00343,13.145,Month,9.859,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00344,81.896,Month,61.422,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00345,0.125,Month,0.094,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00346,35.6,Month,26.7,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00347,106.54,Month,79.905,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00348,114.546,Month,85.91,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00349,94.823,Month,71.117,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00350,87.724,Month,65.793,Month,25%
Oracle Cloud Infrastructure Web Application Firewall,WAF,OCI service description for WAF,ITEM-ORCL-00351,54.2,Month,40.65,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00352,4.984,Month,3.738,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00353,90.188,Month,67.641,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00354,63.056,Month,47.292,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00355,4.215,Month,3.161,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00356,101.696,Month,76.272,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00357,103.874,Month,77.905,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00358,56.86,Month,42.645,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00359,101.221,Month,75.916,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00360,61.354,Month,46.016,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00361,4.256,Month,3.192,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00362,68.287,Month,51.215,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00363,59.917,Month,44.938,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00364,99.768,Month,74.826,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00365,47.473,Month,35.605,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00366,4.614,Month,3.46,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00367,106.781,Month,80.086,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00368,31.504,Month,23.628,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00369,116.075,Month,87.056,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00370,33.066,Month,24.8,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00371,108.878,Month,81.659,Month,25%
Oracle Cloud Infrastructure Block Volumes,Block Volume,OCI service description for Block Volume,ITEM-ORCL-00372,85.124,Month,63.843,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00373,39.896,Month,29.922,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00374,78.173,Month,58.63,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00375,36.731,Month,27.548,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00376,49.535,Month,37.151,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00377,59.11,Month,44.332,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00378,105.068,Month,78.801,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00379,113.741,Month,85.306,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00380,96.868,Month,72.651,Month,25%
Oracle Cloud Infrastructure Compute,Compute,OCI service description for Compute,ITEM-ORCL-00381,49.479,Month,37.109,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00382,79.205,Month,59.404,Month,25%
Oracle Cloud Infrastructure API Gateway,API Gateway,OCI service description for API Gateway,ITEM-ORCL-00383,78.956,Month,59.217,Month,25%
Oracle Cloud Infrastructure Functions,Functions,OCI service description for Functions,ITEM-ORCL-00384,39.866,Month,29.899,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00385,2.696,Month,2.022,Month,25%
Oracle Cloud Infrastructure Big Data Service,Big Data Service,OCI service description for Big Data Service,ITEM-ORCL-00386,97.851,Month,73.388,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00387,5.18,Month,3.885,Month,25%
Oracle Cloud Infrastructure Exadata Cloud Service,Exadata,OCI service description for Exadata,ITEM-ORCL-00388,36.343,Month,27.257,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00389,98.982,Month,74.237,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00390,15.939,Month,11.954,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00391,54.537,Month,40.903,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00392,107.161,Month,80.371,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00393,50.542,Month,37.907,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00394,71.165,Month,53.374,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00395,103.225,Month,77.419,Month,25%
Oracle Cloud Infrastructure Virtual Cloud Network,VCN,OCI service description for VCN,ITEM-ORCL-00396,87.424,Month,65.568,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00397,32.951,Month,24.713,Month,25%
Oracle Cloud Infrastructure Data Flow,Data Flow,OCI service description for Data Flow,ITEM-ORCL-00398,19.454,Month,14.591,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00399,108.785,Month,81.589,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00400,21.489,Month,16.117,Month,25%
Oracle Autonomous Database,Autonomous Database,OCI service description for Autonomous Database,ITEM-ORCL-00401,9.068,Month,6.801,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00402,6.026,Month,4.519,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00403,115.186,Month,86.389,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00404,62.856,Month,47.142,Month,25%
Oracle Cloud Infrastructure FastConnect,FastConnect,OCI service description for FastConnect,ITEM-ORCL-00405,25.779,Month,19.334,Month,25%
Oracle Cloud Infrastructure Container Engine for Kubernetes,OKE,OCI service description for OKE,ITEM-ORCL-00406,91.573,Month,68.68,Month,25%
Oracle Cloud Infrastructure Key Management,KMS,OCI service description for KMS,ITEM-ORCL-00407,98.008,Month,73.506,Month,25%
Oracle Cloud Infrastructure Load Balancing,Load Balancer,OCI service description for Load Balancer,ITEM-ORCL-00408,64.279,Month,48.209,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00409,35.818,Month,26.863,Month,25%
Oracle Cloud Infrastructure Streaming,Streaming,OCI service description for Streaming,ITEM-ORCL-00410,50.89,Month,38.168,Month,25%
Oracle Cloud Infrastructure Monitoring,Monitoring,OCI service description for Monitoring,ITEM-ORCL-00411,7.577,Month,5.683,Month,25%
Oracle Cloud Infrastructure Data Safe,Data Safe,OCI service description for Data Safe,ITEM-ORCL-00412,87.664,Month,65.748,Month,25%
Oracle Cloud Infrastructure Object Storage,Object Storage,OCI service description for Object Storage,ITEM-ORCL-00413,114.554,Month,85.916,Month,25%
Oracle Cloud Infrastructure Logging,Logging,OCI service description for Logging,ITEM-ORCL-00414,118.61,Month,88.957,Month,25%
