title,csoshortname,description,catalogitemNumber,commercialUnitPrice,commercialUnitOfIssue,customerUnitPrice,customerUnitOfIssue,discountpremiumfee
Cloud IAM,Cloud IAM,,ITEM-00329,17.29,Month,12.967,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00330,5.509,Month,4.132,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00331,46.598,Month,34.948,Month,25%
Dataproc,Dataproc,,ITEM-00332,40.683,Month,30.512,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00333,40.0,Month,30.0,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00334,0.575,Month,0.431,Month,25%
Secret Manager,Secret Manager,,ITEM-00335,42.01,Month,31.508,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00336,4.61,Month,3.458,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00337,15.61,Month,11.707,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00338,10.864,Month,8.148,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00339,42.497,Month,31.873,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00340,41.232,Month,30.924,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00341,10.985,Month,8.239,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00342,23.003,Month,17.252,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00343,25.484,Month,19.113,Month,25%
BigQuery,BigQuery,,ITEM-00344,8.432,Month,6.324,Month,25%
Secret Manager,Secret Manager,,ITEM-00345,40.552,Month,30.414,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00346,27.155,Month,20.366,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00347,18.427,Month,13.82,Month,25%
Workflows,Workflows,,ITEM-00348,32.395,Month,24.296,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00349,23.743,Month,17.807,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00350,24.993,Month,18.745,Month,25%
VPC Network,VPC Network,,ITEM-00351,20.558,Month,15.418,Month,25%
Dataproc,Dataproc,,ITEM-00352,30.382,Month,22.787,Month,25%
Compute Engine,Compute Engine,,ITEM-00353,9.803,Month,7.352,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00354,7.619,Month,5.714,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00355,20.07,Month,15.053,Month,25%
BigQuery,BigQuery,,ITEM-00356,44.602,Month,33.451,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00357,19.466,Month,14.6,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00358,31.116,Month,23.337,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00359,37.093,Month,27.82,Month,25%
Apigee,Apigee,,ITEM-00360,4.493,Month,3.37,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00361,33.658,Month,25.244,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00362,4.317,Month,3.238,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00363,46.673,Month,35.005,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00364,17.876,Month,13.407,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00365,33.593,Month,25.195,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00366,41.598,Month,31.198,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00367,34.681,Month,26.011,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00368,12.976,Month,9.732,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00369,12.809,Month,9.607,Month,25%
Workflows,Workflows,,ITEM-00370,22.565,Month,16.924,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00371,3.407,Month,2.555,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00372,39.518,Month,29.639,Month,25%
Dataflow,Dataflow,,ITEM-00373,33.494,Month,25.12,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00374,29.595,Month,22.196,Month,25%
App Engine,App Engine,,ITEM-00375,13.349,Month,10.012,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00376,3.079,Month,2.309,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00377,35.224,Month,26.418,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00378,38.937,Month,29.203,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00379,35.004,Month,26.253,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00380,22.775,Month,17.081,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00381,35.513,Month,26.635,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00382,24.343,Month,18.257,Month,25%
Firestore,Firestore,,ITEM-00383,34.158,Month,25.619,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00384,32.433,Month,24.325,Month,25%
Dataproc,Dataproc,,ITEM-00385,15.114,Month,11.335,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00386,17.553,Month,13.165,Month,25%
App Engine,App Engine,,ITEM-00387,26.64,Month,19.98,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00388,32.981,Month,24.736,Month,25%
Cloud Build,Cloud Build,,ITEM-00389,39.177,Month,29.383,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00390,17.589,Month,13.192,Month,25%
Memorystore,Memorystore,,ITEM-00391,3.145,Month,2.359,Month,25%
Memorystore,Memorystore,,ITEM-00392,33.532,Month,25.149,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00393,8.43,Month,6.322,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00394,4.841,Month,3.631,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00395,47.921,Month,35.941,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00396,3.98,Month,2.985,Month,25%
App Engine,App Engine,,ITEM-00397,48.052,Month,36.039,Month,25%
Error Reporting,Error Reporting,,ITEM-00398,3.514,Month,2.635,Month,25%
BigQuery,BigQuery,,ITEM-00399,38.623,Month,28.967,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00400,32.909,Month,24.682,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00401,20.921,Month,15.691,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00402,12.273,Month,9.205,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00403,45.111,Month,33.833,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00404,4.433,Month,3.325,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00405,41.836,Month,31.377,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00406,24.258,Month,18.194,Month,25%
Firestore,Firestore,,ITEM-00407,26.925,Month,20.194,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00408,13.628,Month,10.221,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00409,12.491,Month,9.368,Month,25%
Workflows,Workflows,,ITEM-00410,45.898,Month,34.424,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00411,36.129,Month,27.097,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00412,5.415,Month,4.061,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00413,32.961,Month,24.721,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00414,11.439,Month,8.579,Month,25%
Secret Manager,Secret Manager,,ITEM-00415,31.527,Month,23.645,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00416,38.579,Month,28.934,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00417,39.683,Month,29.762,Month,25%
Cloud Tasks,Cloud Tasks,,ITEM-00418,12.953,Month,9.715,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00419,45.964,Month,34.473,Month,25%
Memorystore,Memorystore,,ITEM-00420,49.44,Month,37.08,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00421,24.045,Month,18.034,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00422,42.735,Month,32.051,Month,25%
Secret Manager,Secret Manager,,ITEM-00423,49.849,Month,37.387,Month,25%
Workflows,Workflows,,ITEM-00424,19.857,Month,14.893,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00425,25.268,Month,18.951,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00426,34.01,Month,25.508,Month,25%
Dataproc,Dataproc,,ITEM-00427,11.823,Month,8.867,Month,25%
Secret Manager,Secret Manager,,ITEM-00428,7.848,Month,5.886,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00429,35.945,Month,26.959,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00430,7.176,Month,5.382,Month,25%
VPC Network,VPC Network,,ITEM-00431,12.886,Month,9.665,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00432,26.293,Month,19.72,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00433,21.681,Month,16.261,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00434,34.293,Month,25.72,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00435,14.096,Month,10.572,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00436,27.093,Month,20.32,Month,25%
BigQuery,BigQuery,,ITEM-00437,28.848,Month,21.636,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00438,13.317,Month,9.988,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00439,39.395,Month,29.546,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00440,15.263,Month,11.447,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00441,19.075,Month,14.306,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00442,45.208,Month,33.906,Month,25%
Workflows,Workflows,,ITEM-00443,11.404,Month,8.553,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00444,7.112,Month,5.334,Month,25%
Apigee,Apigee,,ITEM-00445,38.277,Month,28.708,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00446,17.284,Month,12.963,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00447,6.78,Month,5.085,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00448,36.22,Month,27.165,Month,25%
Error Reporting,Error Reporting,,ITEM-00449,49.419,Month,37.064,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00450,6.186,Month,4.639,Month,25%
Secret Manager,Secret Manager,,ITEM-00451,43.925,Month,32.944,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00452,15.299,Month,11.474,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00453,41.503,Month,31.127,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00454,27.4,Month,20.55,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00455,2.69,Month,2.018,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00456,43.614,Month,32.71,Month,25%
Cloud SQL,Cloud SQL,,ITEM-00457,48.332,Month,36.249,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00458,10.32,Month,7.74,Month,25%
Apigee,Apigee,,ITEM-00459,26.016,Month,19.512,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00460,8.298,Month,6.223,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00461,42.019,Month,31.514,Month,25%
App Engine,App Engine,,ITEM-00462,14.955,Month,11.216,Month,25%
Cloud Run,Cloud Run,,ITEM-00463,37.497,Month,28.123,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00464,27.12,Month,20.34,Month,25%
Cloud SQL,Cloud SQL,,ITEM-00465,19.453,Month,14.59,Month,25%
Vertex AI,Vertex AI,,ITEM-00466,2.565,Month,1.924,Month,25%
Apigee,Apigee,,ITEM-00467,2.325,Month,1.744,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00468,15.021,Month,11.266,Month,25%
Vertex AI,Vertex AI,,ITEM-00469,19.742,Month,14.806,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00470,11.213,Month,8.41,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00471,31.064,Month,23.298,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00472,28.519,Month,21.389,Month,25%
VPC Network,VPC Network,,ITEM-00473,33.908,Month,25.431,Month,25%
Error Reporting,Error Reporting,,ITEM-00474,24.434,Month,18.326,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00475,38.272,Month,28.704,Month,25%
Apigee,Apigee,,ITEM-00476,33.981,Month,25.486,Month,25%
Cloud SQL,Cloud SQL,,ITEM-00477,33.265,Month,24.949,Month,25%
Dataflow,Dataflow,,ITEM-00478,42.228,Month,31.671,Month,25%
Workflows,Workflows,,ITEM-00479,9.577,Month,7.183,Month,25%
Dataflow,Dataflow,,ITEM-00480,47.531,Month,35.648,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00481,18.514,Month,13.886,Month,25%
Apigee,Apigee,,ITEM-00482,40.762,Month,30.572,Month,25%
Error Reporting,Error Reporting,,ITEM-00483,48.409,Month,36.307,Month,25%
Dataproc,Dataproc,,ITEM-00484,18.817,Month,14.113,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00485,10.889,Month,8.167,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00486,19.45,Month,14.587,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00487,10.379,Month,7.784,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00488,9.614,Month,7.211,Month,25%
Workflows,Workflows,,ITEM-00489,4.907,Month,3.68,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00490,6.861,Month,5.146,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00491,20.856,Month,15.642,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00492,6.591,Month,4.943,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00493,39.589,Month,29.692,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00494,35.551,Month,26.663,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00495,25.519,Month,19.139,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00496,3.028,Month,2.271,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00497,29.509,Month,22.132,Month,25%
App Engine,App Engine,,ITEM-00498,48.373,Month,36.28,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00499,33.172,Month,24.879,Month,25%
Error Reporting,Error Reporting,,ITEM-00500,11.047,Month,8.285,Month,25%
Apigee,Apigee,,ITEM-00501,30.962,Month,23.221,Month,25%
Firestore,Firestore,,ITEM-00502,4.74,Month,3.555,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00503,9.026,Month,6.769,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00504,31.499,Month,23.624,Month,25%
Dataproc,Dataproc,,ITEM-00505,49.875,Month,37.406,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00506,20.136,Month,15.102,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00507,38.012,Month,28.509,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00508,25.075,Month,18.806,Month,25%
Compute Engine,Compute Engine,,ITEM-00509,4.946,Month,3.709,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00510,34.102,Month,25.576,Month,25%
Dataproc,Dataproc,,ITEM-00511,2.217,Month,1.663,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00512,38.415,Month,28.811,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00513,25.397,Month,19.048,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00514,2.569,Month,1.927,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00515,8.881,Month,6.661,Month,25%
Error Reporting,Error Reporting,,ITEM-00516,42.931,Month,32.198,Month,25%
Cloud Run,Cloud Run,,ITEM-00517,18.123,Month,13.592,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00518,40.268,Month,30.201,Month,25%
Cloud Build,Cloud Build,,ITEM-00519,4.496,Month,3.372,Month,25%
Cloud Tasks,Cloud Tasks,,ITEM-00520,13.408,Month,10.056,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00521,15.176,Month,11.382,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00522,36.16,Month,27.12,Month,25%
Dataflow,Dataflow,,ITEM-00523,10.614,Month,7.961,Month,25%
Compute Engine,Compute Engine,,ITEM-00524,2.088,Month,1.566,Month,25%
Cloud Run,Cloud Run,,ITEM-00525,31.628,Month,23.721,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00526,0.638,Month,0.479,Month,25%
Cloud Build,Cloud Build,,ITEM-00527,21.266,Month,15.949,Month,25%
App Engine,App Engine,,ITEM-00528,25.899,Month,19.424,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00529,9.697,Month,7.273,Month,25%
Cloud Tasks,Cloud Tasks,,ITEM-00530,35.029,Month,26.272,Month,25%
Dataproc,Dataproc,,ITEM-00531,40.351,Month,30.263,Month,25%
Workflows,Workflows,,ITEM-00532,45.767,Month,34.325,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00533,27.67,Month,20.753,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00534,3.156,Month,2.367,Month,25%
Compute Engine,Compute Engine,,ITEM-00535,31.989,Month,23.992,Month,25%
Cloud Logging,Cloud Logging,,ITEM-00536,49.682,Month,37.261,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00537,16.344,Month,12.258,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00538,37.701,Month,28.276,Month,25%
Workflows,Workflows,,ITEM-00539,23.682,Month,17.761,Month,25%
VPC Network,VPC Network,,ITEM-00540,10.46,Month,7.845,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00541,2.804,Month,2.103,Month,25%
Workflows,Workflows,,ITEM-00542,15.691,Month,11.768,Month,25%
Cloud Build,Cloud Build,,ITEM-00543,45.157,Month,33.868,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00544,14.479,Month,10.859,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00545,34.84,Month,26.13,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00546,18.382,Month,13.787,Month,25%
BigQuery,BigQuery,,ITEM-00547,17.72,Month,13.29,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00548,20.773,Month,15.58,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00549,34.488,Month,25.866,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00550,32.878,Month,24.659,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00551,8.664,Month,6.498,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00552,18.356,Month,13.767,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00553,37.936,Month,28.452,Month,25%
BigQuery,BigQuery,,ITEM-00554,28.881,Month,21.661,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00555,27.732,Month,20.799,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00556,21.757,Month,16.318,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00557,9.94,Month,7.455,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00558,43.687,Month,32.765,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00559,29.687,Month,22.265,Month,25%
Cloud Armor,Cloud Armor,,ITEM-00560,32.752,Month,24.564,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00561,12.313,Month,9.235,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00562,46.603,Month,34.952,Month,25%
Apigee,Apigee,,ITEM-00563,1.718,Month,1.288,Month,25%
Cloud CDN,Cloud CDN,,ITEM-00564,34.591,Month,25.943,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00565,37.118,Month,27.839,Month,25%
Cloud Scheduler,Cloud Scheduler,,ITEM-00566,29.561,Month,22.171,Month,25%
Cloud Functions,Cloud Functions,,ITEM-00567,38.386,Month,28.79,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00568,2.182,Month,1.636,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00569,4.116,Month,3.087,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00570,19.602,Month,14.701,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00571,46.543,Month,34.907,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00572,17.672,Month,13.254,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00573,4.754,Month,3.565,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00574,13.612,Month,10.209,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00575,9.215,Month,6.911,Month,25%
Apigee,Apigee,,ITEM-00576,40.302,Month,30.227,Month,25%
App Engine,App Engine,,ITEM-00577,31.422,Month,23.567,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00578,1.462,Month,1.097,Month,25%
Dataproc,Dataproc,,ITEM-00579,19.731,Month,14.798,Month,25%
Cloud Build,Cloud Build,,ITEM-00580,22.822,Month,17.116,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00581,34.809,Month,26.107,Month,25%
Artifact Registry,Artifact Registry,,ITEM-00582,9.568,Month,7.176,Month,25%
Cloud Run,Cloud Run,,ITEM-00583,40.292,Month,30.219,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00584,45.017,Month,33.763,Month,25%
Dataflow,Dataflow,,ITEM-00585,11.859,Month,8.894,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00586,42.577,Month,31.933,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00587,41.097,Month,30.823,Month,25%
Compute Engine,Compute Engine,,ITEM-00588,5.596,Month,4.197,Month,25%
Apigee,Apigee,,ITEM-00589,11.275,Month,8.456,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00590,8.684,Month,6.513,Month,25%
Cloud Spanner,Cloud Spanner,,ITEM-00591,5.894,Month,4.421,Month,25%
VPC Network,VPC Network,,ITEM-00592,23.862,Month,17.896,Month,25%
Cloud Identity,Cloud Identity,,ITEM-00593,42.505,Month,31.879,Month,25%
VPC Network,VPC Network,,ITEM-00594,4.386,Month,3.29,Month,25%
Workflows,Workflows,,ITEM-00595,5.371,Month,4.028,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00596,34.915,Month,26.186,Month,25%
Dataproc,Dataproc,,ITEM-00597,11.906,Month,8.93,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00598,22.77,Month,17.078,Month,25%
Dataflow,Dataflow,,ITEM-00599,37.885,Month,28.414,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00600,11.696,Month,8.772,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00601,26.827,Month,20.12,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00602,30.798,Month,23.098,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00603,49.793,Month,37.345,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00604,36.279,Month,27.209,Month,25%
Cloud Profiler,Cloud Profiler,,ITEM-00605,20.626,Month,15.47,Month,25%
Memorystore,Memorystore,,ITEM-00606,33.823,Month,25.367,Month,25%
Cloud Run,Cloud Run,,ITEM-00607,36.913,Month,27.685,Month,25%
Cloud IAM,Cloud IAM,,ITEM-00608,45.703,Month,34.277,Month,25%
Cloud Deployment Manager,Cloud Deployment Manager,,ITEM-00609,22.05,Month,16.538,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00610,24.501,Month,18.376,Month,25%
BigQuery,BigQuery,,ITEM-00611,31.366,Month,23.524,Month,25%
Cloud Tasks,Cloud Tasks,,ITEM-00612,4.79,Month,3.593,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00613,17.888,Month,13.416,Month,25%
Cloud Build,Cloud Build,,ITEM-00614,13.302,Month,9.976,Month,25%
BigQuery,BigQuery,,ITEM-00615,36.567,Month,27.425,Month,25%
Cloud Tasks,Cloud Tasks,,ITEM-00616,26.726,Month,20.044,Month,25%
Cloud Load Balancing,Cloud Load Balancing,,ITEM-00617,23.631,Month,17.723,Month,25%
Dataproc,Dataproc,,ITEM-00618,8.876,Month,6.657,Month,25%
Google Kubernetes Engine (GKE),Google Kubernetes Engine (GKE),,ITEM-00619,24.187,Month,18.14,Month,25%
Secret Manager,Secret Manager,,ITEM-00620,42.799,Month,32.099,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00621,6.19,Month,4.643,Month,25%
Cloud Build,Cloud Build,,ITEM-00622,26.014,Month,19.511,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00623,12.712,Month,9.534,Month,25%
Workflows,Workflows,,ITEM-00624,27.888,Month,20.916,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00625,33.968,Month,25.476,Month,25%
Secret Manager,Secret Manager,,ITEM-00626,34.522,Month,25.892,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00627,32.208,Month,24.156,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00628,45.604,Month,34.203,Month,25%
Cloud Healthcare API,Cloud Healthcare API,,ITEM-00629,9.446,Month,7.085,Month,25%
Secret Manager,Secret Manager,,ITEM-00630,11.497,Month,8.623,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00631,43.436,Month,32.577,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00632,8.648,Month,6.486,Month,25%
App Engine,App Engine,,ITEM-00633,26.735,Month,20.051,Month,25%
Cloud Tasks,Cloud Tasks,,ITEM-00634,25.465,Month,19.099,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00635,3.48,Month,2.61,Month,25%
Cloud Build,Cloud Build,,ITEM-00636,24.545,Month,18.409,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00637,41.743,Month,31.307,Month,25%
Cloud Bigtable,Cloud Bigtable,,ITEM-00638,3.444,Month,2.583,Month,25%
Cloud Interconnect,Cloud Interconnect,,ITEM-00639,46.049,Month,34.537,Month,25%
Dataproc,Dataproc,,ITEM-00640,40.78,Month,30.585,Month,25%
Firestore,Firestore,,ITEM-00641,32.526,Month,24.395,Month,25%
Cloud Trace,Cloud Trace,,ITEM-00642,27.04,Month,20.28,Month,25%
Dataproc,Dataproc,,ITEM-00643,22.364,Month,16.773,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00644,0.446,Month,0.335,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00645,33.516,Month,25.137,Month,25%
Cloud Source Repositories,Cloud Source Repositories,,ITEM-00646,30.518,Month,22.889,Month,25%
Cloud Storage,Cloud Storage,,ITEM-00647,10.956,Month,8.217,Month,25%
Apigee,Apigee,,ITEM-00648,17.824,Month,13.368,Month,25%
Cloud Monitoring,Cloud Monitoring,,ITEM-00649,27.09,Month,20.317,Month,25%
Cloud KMS,Cloud KMS,,ITEM-00650,48.479,Month,36.359,Month,25%
Cloud Run,Cloud Run,,ITEM-00651,30.739,Month,23.054,Month,25%
Cloud Pub/Sub,Cloud Pub/Sub,,ITEM-00652,45.995,Month,34.496,Month,25%
Secret Manager,Secret Manager,,ITEM-00653,23.772,Month,17.829,Month,25%
Cloud Build,Cloud Build,,ITEM-00654,19.324,Month,14.493,Month,25%
Cloud DNS,Cloud DNS,,ITEM-00655,26.565,Month,19.924,Month,25%
